date,Weekday,WeekdayNum,AvgHintLength,AvgAnswerLength,NumHints,NumOneWordHints,BlockDensity,OtherPuzAns,PctPNC,PctWP
1994-05-06,Friday,4,16.17142857142857,5.457142857142857,70,10,15.111111111111112,4606,28.571428571428573,2.857142857142857
1994-05-07,Saturday,5,15.242857142857142,5.6,70,15,18.22222222222222,3237,17.142857142857142,0.0
1994-05-08,Sunday,6,15.46376811594203,5.318840579710145,138,33,16.78004535147392,8239,25.36231884057971,0.7246376811594203
1994-05-09,Monday,0,13.192307692307692,4.666666666666667,78,24,19.11111111111111,6756,15.384615384615385,1.2820512820512822
1994-05-10,Tuesday,1,15.608108108108109,5.162162162162162,74,10,15.11111111111111,4732,41.891891891891895,2.7027027027027026
1994-05-11,Wednesday,2,15.052631578947368,4.868421052631579,76,14,17.77777777777778,5066,19.736842105263158,6.578947368421052
1994-05-12,Thursday,3,14.36111111111111,5.277777777777778,72,22,15.555555555555555,3878,31.944444444444443,0.0
1994-05-13,Friday,4,14.55,6.1,60,10,18.666666666666675,2623,21.666666666666668,0.0
1994-05-14,Saturday,5,16.96969696969697,5.848484848484849,66,19,14.222222222222223,3040,25.757575757575758,0.0
1994-05-15,Sunday,6,15.878571428571428,5.242857142857143,140,31,16.78004535147392,8732,25.714285714285715,7.857142857142857
1994-05-16,Monday,0,13.5875,4.7,80,17,16.44444444444445,5994,21.25,0.0
1994-05-17,Tuesday,1,15.263157894736842,5.0,76,9,15.55555555555556,6026,34.21052631578947,1.3157894736842106
1994-05-18,Wednesday,2,13.196969696969697,5.666666666666667,66,19,16.88888888888889,2477,15.151515151515152,0.0
1994-05-19,Thursday,3,15.473684210526315,5.0,76,13,15.55555555555556,6289,30.263157894736842,2.6315789473684212
1994-05-20,Friday,4,15.657142857142857,5.4,70,12,16.0,3614,17.142857142857142,0.0
1994-05-21,Saturday,5,16.614285714285714,5.485714285714286,70,15,14.666666666666664,2487,22.857142857142858,0.0
1994-05-22,Sunday,6,15.273809523809524,5.2023809523809526,168,26,17.39130434782609,12632,26.19047619047619,5.357142857142857
1994-05-23,Monday,0,15.435897435897436,4.6923076923076925,78,13,18.66666666666667,7511,20.512820512820515,2.5641025641025643
1994-05-24,Tuesday,1,16.416666666666668,5.222222222222222,72,11,16.444444444444446,4677,23.61111111111111,0.0
1994-05-25,Wednesday,2,14.76388888888889,5.194444444444445,72,16,16.88888888888889,4803,26.38888888888889,0.0
1994-05-26,Thursday,3,15.407894736842104,4.973684210526316,76,12,16.0,4609,28.94736842105263,9.210526315789474
1994-05-27,Friday,4,15.486842105263158,5.605263157894737,76,14,19.55555555555556,3455,26.31578947368421,1.3157894736842106
1994-05-28,Saturday,5,15.714285714285714,5.571428571428571,70,15,13.333333333333336,2800,18.571428571428573,1.4285714285714286
1994-05-29,Sunday,6,15.178571428571429,5.3,140,37,15.873015873015873,9382,28.571428571428573,4.285714285714286
1994-05-30,Monday,0,14.948717948717949,4.6923076923076925,78,10,18.66666666666667,6148,32.05128205128205,0.0
1994-05-31,Tuesday,1,15.217948717948717,4.846153846153846,78,14,16.0,5869,29.487179487179485,5.128205128205129
1994-06-01,Wednesday,2,15.078947368421053,4.973684210526316,76,9,16.0,6200,36.8421052631579,0.0
1994-06-02,Thursday,3,14.083333333333334,5.333333333333333,72,20,14.666666666666666,3541,18.055555555555557,2.7777777777777777
1994-06-03,Friday,4,14.675675675675675,4.945945945945946,74,20,18.666666666666668,6614,17.56756756756757,1.3513513513513513
1994-06-04,Saturday,5,14.742857142857142,5.514285714285714,70,20,14.22222222222222,3364,17.142857142857142,4.285714285714286
1994-06-05,Sunday,6,16.181159420289855,5.536231884057971,138,27,13.378684807256235,4763,23.91304347826087,0.0
1994-06-06,Monday,0,14.256756756756756,5.216216216216216,74,19,14.222222222222223,5558,14.864864864864865,1.3513513513513513
1994-06-07,Tuesday,1,14.81578947368421,4.947368421052632,76,15,16.444444444444443,5818,15.789473684210526,0.0
1994-06-08,Wednesday,2,15.716216216216216,5.081081081081081,74,11,16.444444444444446,5835,33.78378378378378,1.3513513513513513
1994-06-09,Thursday,3,14.445945945945946,5.0,74,14,17.777777777777775,4516,17.56756756756757,5.405405405405405
1994-06-10,Friday,4,15.76923076923077,4.769230769230769,78,11,17.333333333333332,5033,19.23076923076923,0.0
1994-06-11,Saturday,5,14.17142857142857,5.514285714285714,70,18,14.22222222222222,3253,12.857142857142858,0.0
1994-06-12,Sunday,6,15.115942028985508,5.36231884057971,138,29,16.099773242630388,8196,25.36231884057971,0.0
1994-06-13,Monday,0,14.554054054054054,4.891891891891892,74,13,19.555555555555557,6209,18.91891891891892,0.0
1994-06-14,Tuesday,1,14.175675675675675,4.945945945945946,74,20,18.666666666666668,5955,29.72972972972973,5.405405405405405
1994-06-15,Wednesday,2,15.114285714285714,5.371428571428571,70,9,16.44444444444444,2873,22.857142857142858,0.0
1994-06-16,Thursday,3,15.528571428571428,5.285714285714286,70,12,17.77777777777778,3845,35.714285714285715,1.4285714285714286
1994-06-17,Friday,4,15.608108108108109,4.918918918918919,74,8,19.11111111111111,5967,24.324324324324323,0.0
1994-06-18,Saturday,5,13.734375,6.15625,64,14,12.444444444444445,1899,18.75,0.0
1994-06-20,Monday,0,15.320512820512821,4.6923076923076925,78,17,18.66666666666667,5503,35.8974358974359,0.0
1994-06-21,Tuesday,1,14.615384615384615,4.846153846153846,78,15,16.0,6337,23.076923076923077,0.0
1994-06-22,Wednesday,2,15.472222222222221,5.222222222222222,72,21,16.444444444444446,3420,22.22222222222222,0.0
1994-06-23,Thursday,3,14.717948717948717,4.897435897435898,78,17,15.111111111111109,6363,25.641025641025642,3.8461538461538463
1994-06-24,Friday,4,15.621621621621621,5.108108108108108,74,12,16.0,4624,31.08108108108108,8.108108108108109
1994-06-25,Saturday,5,16.057142857142857,5.571428571428571,70,15,13.333333333333336,2708,21.428571428571427,2.857142857142857
1994-06-26,Sunday,6,14.846666666666666,5.36,150,36,17.913832199546487,12248,24.666666666666668,1.3333333333333333
1994-06-27,Monday,0,14.692307692307692,4.846153846153846,78,15,16.0,6022,26.923076923076923,0.0
1994-06-28,Tuesday,1,14.605263157894736,4.868421052631579,76,25,17.77777777777778,5460,22.36842105263158,0.0
1994-06-29,Wednesday,2,12.083333333333334,5.111111111111111,72,24,18.222222222222225,3922,6.944444444444445,1.3888888888888888
1994-06-30,Thursday,3,15.347222222222221,5.388888888888889,72,14,13.777777777777775,3827,23.61111111111111,4.166666666666667
1994-07-01,Friday,4,15.54054054054054,5.0,74,16,17.777777777777775,3700,22.972972972972972,2.7027027027027026
1994-07-02,Saturday,5,15.108108108108109,4.891891891891892,74,19,19.555555555555557,5212,27.027027027027028,2.7027027027027026
1994-07-03,Sunday,6,15.237804878048781,5.451219512195122,164,43,15.500945179584116,9260,26.829268292682926,7.926829268292683
1994-07-04,Monday,0,15.18918918918919,5.216216216216216,74,13,14.222222222222223,4536,31.08108108108108,1.3513513513513513
1994-07-05,Tuesday,1,15.526315789473685,4.868421052631579,76,10,17.77777777777778,5119,27.63157894736842,2.6315789473684212
1994-07-06,Wednesday,2,13.551282051282051,4.794871794871795,78,25,16.88888888888889,5324,25.641025641025642,1.2820512820512822
1994-07-07,Thursday,3,15.078947368421053,4.921052631578948,76,12,16.88888888888889,5803,25.0,2.6315789473684212
1994-07-08,Friday,4,17.575757575757574,5.7272727272727275,66,9,16.0,2928,33.333333333333336,3.0303030303030303
1994-07-09,Saturday,5,16.375,5.444444444444445,72,16,12.888888888888888,3355,26.38888888888889,2.7777777777777777
1994-07-10,Sunday,6,15.228571428571428,5.1,140,34,19.047619047619047,7721,22.857142857142858,1.4285714285714286
1994-07-11,Monday,0,13.08974358974359,4.717948717948718,78,23,18.22222222222222,6399,10.256410256410257,2.5641025641025643
1994-07-12,Tuesday,1,13.756410256410257,4.82051282051282,78,25,16.44444444444444,5861,25.641025641025642,0.0
1994-07-13,Wednesday,2,15.717948717948717,4.641025641025641,78,13,19.555555555555564,6350,28.205128205128204,0.0
1994-07-14,Thursday,3,15.285714285714286,5.514285714285714,70,18,14.22222222222222,3501,27.142857142857142,1.4285714285714286
1994-07-15,Friday,4,13.985714285714286,5.3428571428571425,70,23,16.888888888888893,4740,25.714285714285715,1.4285714285714286
1994-07-16,Saturday,5,15.763157894736842,4.973684210526316,76,13,16.0,7388,26.31578947368421,2.6315789473684212
1994-07-17,Sunday,6,17.577464788732396,5.084507042253521,142,19,18.140589569160998,9191,33.098591549295776,2.112676056338028
1994-07-18,Monday,0,14.868421052631579,4.973684210526316,76,19,16.0,4914,25.0,1.3157894736842106
1994-07-19,Tuesday,1,15.236842105263158,4.921052631578948,76,13,16.88888888888889,5141,28.94736842105263,1.3157894736842106
1994-07-20,Wednesday,2,15.64102564102564,4.794871794871795,78,14,16.88888888888889,6855,26.923076923076923,5.128205128205129
1994-07-21,Thursday,3,12.705128205128204,4.794871794871795,78,30,16.88888888888889,6217,14.102564102564102,1.2820512820512822
1994-07-22,Friday,4,16.457142857142856,5.6,70,10,12.88888888888889,2990,15.714285714285714,1.4285714285714286
1994-07-23,Saturday,5,15.291666666666666,5.361111111111111,72,8,14.222222222222225,5716,20.833333333333332,2.7777777777777777
1994-07-24,Sunday,6,15.257142857142858,5.185714285714286,140,23,17.687074829931976,8279,25.714285714285715,0.0
1994-07-25,Monday,0,14.628205128205128,4.794871794871795,78,19,16.88888888888889,6920,20.512820512820515,1.2820512820512822
1994-07-26,Tuesday,1,15.06578947368421,4.868421052631579,76,16,17.77777777777778,6050,25.0,5.2631578947368425
1994-07-27,Wednesday,2,15.042857142857143,5.314285714285714,70,13,17.333333333333332,3709,21.428571428571427,0.0
1994-07-28,Thursday,3,15.662162162162161,4.891891891891892,74,11,19.555555555555557,5040,28.37837837837838,5.405405405405405
1994-07-29,Friday,4,13.460526315789474,5.184210526315789,76,30,16.444444444444443,4211,14.473684210526315,0.0
1994-07-30,Saturday,5,16.114285714285714,5.685714285714286,70,14,11.555555555555554,2823,17.142857142857142,2.857142857142857
1994-07-31,Sunday,6,13.835714285714285,5.314285714285714,140,22,15.646258503401363,6607,15.0,9.285714285714286
1994-08-01,Monday,0,15.25,4.725,80,14,16.0,4539,33.75,0.0
1994-08-02,Tuesday,1,15.06578947368421,4.868421052631579,76,15,17.77777777777778,4349,22.36842105263158,1.3157894736842106
1994-08-03,Wednesday,2,14.72972972972973,5.108108108108108,74,14,16.0,5322,31.08108108108108,0.0
1994-08-04,Thursday,3,15.743589743589743,4.6923076923076925,78,10,18.66666666666667,6478,25.641025641025642,8.974358974358974
1994-08-05,Friday,4,14.916666666666666,5.5,72,13,12.0,3193,19.444444444444443,0.0
1994-08-06,Saturday,5,14.142857142857142,5.685714285714286,70,17,11.555555555555554,3459,17.142857142857142,1.4285714285714286
1994-08-07,Sunday,6,15.950704225352112,5.169014084507042,142,31,16.780045351473923,8620,28.87323943661972,0.704225352112676
1994-08-08,Monday,0,13.91025641025641,4.82051282051282,78,13,16.44444444444444,6606,24.358974358974358,2.5641025641025643
1994-08-09,Tuesday,1,15.263157894736842,4.921052631578948,76,19,16.88888888888889,6623,25.0,0.0
1994-08-10,Wednesday,2,15.448717948717949,4.743589743589744,78,14,17.77777777777778,6145,23.076923076923077,6.410256410256411
1994-08-11,Thursday,3,14.578947368421053,4.815789473684211,76,19,18.66666666666667,5282,31.57894736842105,2.6315789473684212
1994-08-12,Friday,4,14.013513513513514,5.054054054054054,74,24,16.88888888888889,5708,16.216216216216218,1.3513513513513513
1994-08-13,Saturday,5,15.01388888888889,5.305555555555555,72,12,15.11111111111111,3952,26.38888888888889,2.7777777777777777
1994-08-14,Sunday,6,13.676470588235293,5.1647058823529415,170,50,17.01323251417769,11619,27.058823529411764,6.470588235294118
1994-08-15,Monday,0,14.717948717948717,4.846153846153846,78,8,16.0,5984,25.641025641025642,1.2820512820512822
1994-08-16,Tuesday,1,14.435897435897436,4.897435897435898,78,15,15.111111111111109,6888,23.076923076923077,0.0
1994-08-17,Wednesday,2,14.324324324324325,5.054054054054054,74,16,16.88888888888889,6523,17.56756756756757,6.756756756756757
1994-08-18,Thursday,3,15.842105263157896,4.868421052631579,76,9,17.77777777777778,6707,30.263157894736842,0.0
1994-08-19,Friday,4,16.271428571428572,5.4,70,12,16.0,5076,21.428571428571427,7.142857142857143
1994-08-20,Saturday,5,17.085714285714285,5.3428571428571425,70,5,16.888888888888893,3039,18.571428571428573,0.0
1994-08-21,Sunday,6,15.071428571428571,5.228571428571429,140,39,17.006802721088434,7534,18.571428571428573,2.857142857142857
1994-08-22,Monday,0,12.974358974358974,4.743589743589744,78,21,17.77777777777778,6546,17.94871794871795,1.2820512820512822
1994-08-23,Tuesday,1,14.397435897435898,4.743589743589744,78,13,17.77777777777778,6037,26.923076923076923,0.0
1994-08-24,Wednesday,2,14.884615384615385,4.794871794871795,78,14,16.88888888888889,4951,16.666666666666668,6.410256410256411
