,Date,Weekday,BlockDensity,OtherPuzAns,AnswerLength,WeekdayNum
217,1994-08-07,Sunday,16.780045351473923,8477,5.169014084507042,6
218,1994-08-08,Monday,16.444444444444446,6494,4.82051282051282,0
219,1994-08-09,Tuesday,16.88888888888889,6519,4.921052631578948,1
220,1994-08-10,Wednesday,17.77777777777778,6054,4.743589743589744,2
221,1994-08-11,Thursday,18.666666666666668,5207,4.815789473684211,3
222,1994-08-12,Friday,16.88888888888889,5619,5.054054054054054,4
223,1994-08-13,Saturday,15.11111111111111,3880,5.305555555555555,5
224,1994-08-14,Sunday,17.01323251417769,11428,5.1647058823529415,6
225,1994-08-15,Monday,16.0,5918,4.846153846153846,0
226,1994-08-16,Tuesday,15.11111111111111,6778,4.897435897435898,1
227,1994-08-17,Wednesday,16.88888888888889,6418,5.054054054054054,2
228,1994-08-18,Thursday,17.77777777777778,6595,4.868421052631579,3
229,1994-08-19,Friday,16.0,5004,5.4,4
230,1994-08-20,Saturday,16.88888888888889,2980,5.3428571428571425,5
231,1994-08-21,Sunday,17.006802721088434,7408,5.228571428571429,6
232,1994-08-22,Monday,17.77777777777778,6438,4.743589743589744,0
233,1994-08-23,Tuesday,17.77777777777778,5939,4.743589743589744,1
234,1994-08-24,Wednesday,16.88888888888889,4882,4.794871794871795,2
235,1994-08-25,Thursday,14.666666666666666,3647,5.333333333333333,3
236,1994-08-26,Friday,17.77777777777778,6159,4.868421052631579,4
237,1994-08-27,Saturday,16.88888888888889,6546,4.794871794871795,5
238,1994-08-28,Sunday,16.099773242630384,8508,5.4411764705882355,6
239,1994-08-29,Monday,17.77777777777778,7448,4.868421052631579,0
240,1994-08-30,Tuesday,17.333333333333336,6535,4.894736842105263,1
241,1994-08-31,Wednesday,17.333333333333336,3763,5.166666666666667,2
242,1994-09-01,Thursday,16.88888888888889,6094,4.794871794871795,3
243,1994-09-02,Friday,17.333333333333336,5379,5.594594594594595,4
244,1994-09-03,Saturday,14.222222222222221,4219,5.361111111111111,5
245,1994-09-04,Sunday,14.512471655328799,6998,5.463768115942029,6
246,1994-09-05,Monday,16.0,5083,5.108108108108108,0
247,1994-09-06,Tuesday,15.11111111111111,5269,5.026315789473684,1
248,1994-09-07,Wednesday,16.0,5331,4.973684210526316,2
249,1994-09-08,Thursday,13.777777777777779,3600,5.388888888888889,3
250,1994-09-09,Friday,16.88888888888889,3878,4.921052631578948,4
251,1994-09-10,Saturday,12.88888888888889,4446,5.444444444444445,5
252,1994-09-11,Sunday,16.3265306122449,7567,5.271428571428571,6
253,1994-09-12,Monday,18.22222222222222,8926,4.717948717948718,0
254,1994-09-13,Tuesday,15.11111111111111,5481,5.026315789473684,1
255,1994-09-14,Wednesday,17.77777777777778,7369,4.743589743589744,2
256,1994-09-15,Thursday,17.77777777777778,5212,4.868421052631579,3
257,1994-09-16,Friday,15.11111111111111,3634,5.162162162162162,4
258,1994-09-17,Saturday,15.555555555555555,3846,5.428571428571429,5
259,1994-09-18,Sunday,18.140589569160998,8590,5.1571428571428575,6
260,1994-09-19,Monday,16.0,5397,4.846153846153846,0
261,1994-09-20,Tuesday,15.11111111111111,5311,4.897435897435898,1
262,1994-09-21,Wednesday,16.0,4446,5.108108108108108,2
263,1994-09-22,Thursday,19.555555555555557,5856,4.641025641025641,3
264,1994-09-23,Friday,16.88888888888889,4408,5.194444444444445,4
265,1994-09-24,Saturday,16.0,3815,5.5588235294117645,5
266,1994-09-25,Sunday,17.76937618147448,12043,5.117647058823529,6
267,1994-09-26,Monday,16.0,5999,4.973684210526316,0
268,1994-09-27,Tuesday,14.222222222222221,3881,5.361111111111111,1
269,1994-09-28,Wednesday,16.88888888888889,5231,4.794871794871795,2
270,1994-09-29,Thursday,19.11111111111111,6841,4.7894736842105265,3
271,1994-09-30,Friday,16.0,3942,5.4,4
272,1994-10-01,Saturday,18.666666666666668,3917,5.545454545454546,5
273,1994-10-02,Sunday,17.913832199546487,7272,5.246376811594203,6
274,1994-10-03,Monday,16.88888888888889,5559,4.794871794871795,0
275,1994-10-04,Tuesday,16.0,5808,4.973684210526316,1
276,1994-10-05,Wednesday,16.0,5650,4.846153846153846,2
277,1994-10-06,Thursday,16.0,5563,4.846153846153846,3
278,1994-10-07,Friday,17.77777777777778,4827,5.184210526315789,4
279,1994-10-08,Saturday,17.77777777777778,3862,5.285714285714286,5
280,1994-10-09,Sunday,16.6351606805293,8095,5.444444444444445,6
281,1994-10-10,Monday,16.88888888888889,5827,4.794871794871795,0
282,1994-10-11,Tuesday,16.444444444444446,4888,4.947368421052632,1
283,1994-10-12,Wednesday,15.11111111111111,5108,4.897435897435898,2
284,1994-10-13,Thursday,17.333333333333336,6228,5.314285714285714,3
285,1994-10-14,Friday,16.0,5541,4.973684210526316,4
286,1994-10-15,Saturday,15.555555555555555,2593,5.9375,5
287,1994-10-16,Sunday,15.873015873015872,6094,5.621212121212121,6
288,1994-10-17,Monday,17.77777777777778,6426,4.868421052631579,0
289,1994-10-18,Tuesday,16.88888888888889,6500,4.794871794871795,1
290,1994-10-19,Wednesday,16.0,6034,5.108108108108108,2
291,1994-10-20,Thursday,16.0,4499,5.108108108108108,3
292,1994-10-21,Friday,15.11111111111111,4022,5.305555555555555,4
293,1994-10-22,Saturday,14.222222222222221,3495,5.514285714285714,5
294,1994-10-23,Sunday,17.233560090702948,7996,5.069444444444445,6
295,1994-10-24,Monday,16.88888888888889,7965,4.794871794871795,0
296,1994-10-25,Tuesday,18.666666666666668,5492,4.815789473684211,1
297,1994-10-26,Wednesday,16.88888888888889,5020,5.194444444444445,2
298,1994-10-27,Thursday,16.88888888888889,5303,4.794871794871795,3
299,1994-10-28,Friday,20.444444444444446,4762,5.264705882352941,4
300,1994-10-29,Saturday,11.555555555555555,1700,6.03030303030303,5
301,1994-10-30,Sunday,17.687074829931973,6903,5.185714285714286,6
302,1994-10-31,Monday,18.666666666666668,5989,4.815789473684211,0
303,1994-11-01,Tuesday,16.0,5193,4.846153846153846,1
304,1994-11-02,Wednesday,17.333333333333336,7484,4.769230769230769,2
305,1994-11-03,Thursday,17.333333333333336,5656,4.894736842105263,3
306,1994-11-04,Friday,13.333333333333334,3781,5.416666666666667,4
307,1994-11-05,Saturday,16.88888888888889,5689,5.194444444444445,5
308,1994-11-06,Sunday,17.20226843100189,8250,5.404761904761905,6
309,1994-11-07,Monday,19.11111111111111,7643,4.7894736842105265,0
310,1994-11-08,Tuesday,15.11111111111111,5620,5.026315789473684,1
311,1994-11-09,Wednesday,16.0,5689,4.846153846153846,2
312,1994-11-10,Thursday,16.0,5928,5.108108108108108,3
313,1994-11-11,Friday,14.222222222222221,3859,5.676470588235294,4
314,1994-11-12,Saturday,18.666666666666668,4472,5.083333333333333,5
315,1994-11-13,Sunday,15.873015873015872,9039,5.3,6
316,1994-11-14,Monday,17.77777777777778,6476,4.743589743589744,0
317,1994-11-15,Tuesday,15.555555555555555,5365,5.135135135135135,1
318,1994-11-16,Wednesday,17.77777777777778,4211,5.138888888888889,2
319,1994-11-17,Thursday,14.222222222222221,4432,5.361111111111111,3
320,1994-11-18,Friday,16.88888888888889,5393,4.794871794871795,4
321,1994-11-19,Saturday,17.77777777777778,2395,5.78125,5
322,1994-11-20,Sunday,16.3265306122449,7866,5.271428571428571,6
323,1994-11-21,Monday,15.11111111111111,5899,5.026315789473684,0
324,1994-11-22,Tuesday,15.11111111111111,5855,5.026315789473684,1
325,1994-11-23,Wednesday,17.77777777777778,5994,4.743589743589744,2
326,1994-11-24,Thursday,16.0,4848,5.25,3
327,1994-11-25,Friday,11.555555555555555,2839,5.685714285714286,4
328,1994-11-26,Saturday,14.666666666666666,3955,5.333333333333333,5
329,1994-11-27,Sunday,17.913832199546487,9787,5.246376811594203,6
330,1994-11-28,Monday,22.22222222222222,6549,4.605263157894737,0
331,1994-11-29,Tuesday,16.88888888888889,4091,4.921052631578948,1
332,1994-11-30,Wednesday,16.88888888888889,4700,5.054054054054054,2
333,1994-12-01,Thursday,14.666666666666666,3025,5.333333333333333,3
334,1994-12-02,Friday,16.444444444444446,4184,5.529411764705882,4
335,1994-12-03,Saturday,13.777777777777779,3954,5.388888888888889,5
336,1994-12-04,Sunday,17.233560090702948,7992,5.2898550724637685,6
337,1994-12-05,Monday,16.88888888888889,7088,4.794871794871795,0
338,1994-12-06,Tuesday,14.222222222222221,4561,5.078947368421052,1
339,1994-12-07,Wednesday,15.11111111111111,4414,4.897435897435898,2
340,1994-12-08,Thursday,16.88888888888889,5190,5.108108108108108,3
341,1994-12-09,Friday,14.666666666666666,4312,5.333333333333333,4
342,1994-12-10,Saturday,18.666666666666668,4940,5.078947368421052,5
343,1994-12-11,Sunday,15.419501133786847,8664,5.328571428571428,6
344,1994-12-12,Monday,16.88888888888889,4873,4.921052631578948,0
345,1994-12-13,Tuesday,16.0,4790,4.846153846153846,1
346,1994-12-14,Wednesday,16.0,6233,4.846153846153846,2
347,1994-12-15,Thursday,15.555555555555555,3213,5.428571428571429,3
348,1994-12-16,Friday,16.88888888888889,5113,5.054054054054054,4
349,1994-12-17,Saturday,17.77777777777778,2922,5.606060606060606,5
350,1994-12-18,Sunday,17.391304347826086,10192,5.329268292682927,6
351,1994-12-19,Monday,15.11111111111111,5733,4.897435897435898,0
352,1994-12-20,Tuesday,15.11111111111111,5164,4.897435897435898,1
353,1994-12-21,Wednesday,18.666666666666668,6025,4.815789473684211,2
354,1994-12-22,Thursday,15.11111111111111,5158,4.897435897435898,3
355,1994-12-23,Friday,16.0,2775,6.096774193548387,4
356,1994-12-24,Saturday,15.555555555555555,2874,5.757575757575758,5
357,1994-12-25,Sunday,16.780045351473923,8742,5.169014084507042,6
358,1994-12-26,Monday,17.77777777777778,6140,4.743589743589744,0
359,1994-12-27,Tuesday,18.666666666666668,4713,5.083333333333333,1
360,1994-12-28,Wednesday,12.444444444444445,2329,5.628571428571429,2
361,1994-12-29,Thursday,18.666666666666668,4582,4.945945945945946,3
362,1994-12-30,Friday,13.333333333333334,4084,5.416666666666667,4
363,1994-12-31,Saturday,14.666666666666666,3455,5.333333333333333,5
364,1995-01-01,Sunday,16.450216450216452,8357,5.483443708609271,6
365,1995-01-02,Monday,18.666666666666668,6677,4.6923076923076925,0
366,1995-01-03,Tuesday,16.88888888888889,6904,4.794871794871795,1
367,1995-01-04,Wednesday,16.88888888888889,6178,4.794871794871795,2
368,1995-01-05,Thursday,14.666666666666666,4161,5.333333333333333,3
369,1995-01-06,Friday,16.88888888888889,5749,4.794871794871795,4
370,1995-01-07,Saturday,14.222222222222221,2309,6.03125,5
371,1995-01-08,Sunday,17.687074829931973,10638,5.112676056338028,6
372,1995-01-09,Monday,18.666666666666668,7412,4.6923076923076925,0
373,1995-01-10,Tuesday,14.222222222222221,5526,5.216216216216216,1
374,1995-01-11,Wednesday,16.0,5367,5.108108108108108,2
375,1995-01-12,Thursday,14.222222222222221,2974,5.514285714285714,3
376,1995-01-13,Friday,16.88888888888889,4571,5.256410256410256,4
377,1995-01-14,Saturday,16.0,4216,5.25,5
378,1995-01-15,Sunday,18.140589569160998,8288,5.1571428571428575,6
379,1995-01-16,Monday,17.77777777777778,5380,4.743589743589744,0
380,1995-01-17,Tuesday,16.0,5314,4.846153846153846,1
381,1995-01-18,Wednesday,16.88888888888889,5389,4.794871794871795,2
382,1995-01-19,Thursday,17.77777777777778,5369,4.868421052631579,3
383,1995-01-20,Friday,12.0,4428,5.5,4
384,1995-01-21,Saturday,12.88888888888889,2843,5.6,5
385,1995-01-22,Sunday,15.419501133786847,6213,5.405797101449275,6
386,1995-01-23,Monday,16.88888888888889,6904,4.794871794871795,0
387,1995-01-24,Tuesday,16.0,5702,4.846153846153846,1
388,1995-01-25,Wednesday,17.77777777777778,6265,4.743589743589744,2
389,1995-01-26,Thursday,19.555555555555557,6011,4.891891891891892,3
390,1995-01-27,Friday,17.77777777777778,3690,5.138888888888889,4
391,1995-01-28,Saturday,16.0,3809,5.90625,5
392,1995-01-29,Sunday,18.336483931947072,8526,5.468354430379747,6
393,1995-01-30,Monday,16.0,5219,4.973684210526316,0
394,1995-01-31,Tuesday,16.0,5884,4.846153846153846,1
395,1995-02-01,Wednesday,18.666666666666668,6621,4.6923076923076925,2
396,1995-02-02,Thursday,20.833333333333336,5791,4.858974358974359,3
397,1995-02-03,Friday,12.0,2937,5.5,4
398,1995-02-04,Saturday,15.555555555555555,4041,5.757575757575758,5
399,1995-02-05,Sunday,16.3265306122449,7830,5.3478260869565215,6
400,1995-02-06,Monday,16.0,6467,4.846153846153846,0
401,1995-02-07,Tuesday,16.88888888888889,4723,4.921052631578948,1
402,1995-02-08,Wednesday,18.666666666666668,5840,4.6923076923076925,2
403,1995-02-09,Thursday,16.88888888888889,5136,5.054054054054054,3
404,1995-02-10,Friday,15.11111111111111,4420,5.457142857142857,4
405,1995-02-11,Saturday,14.666666666666666,2407,6.0,5
406,1995-02-12,Sunday,18.140589569160998,10098,5.1571428571428575,6
